user_id,food_id,rating,timestamp
641,385,1.0,1788944135.99323
524,1,1.0,1788944135.995265
608,301,1.0,1788944163.314326
654,361,1.0,1788944145.583253
992,469,1.0,1788944145.584322
699,354,1.0,1788944163.121501
383,65,1.0,1788944163.122048
229,363,1.0,1788944145.786258
316,442,1.0,1788944145.787344
992,69,1.0,1788944145.788317
417,39,1.0,1788944145.792209
509,180,1.0,1788944135.998258
2,456,1.0,1788944136.000709
27,300,1.0,1788944136.002837
857,171,1.0,1788944136.017217
997,455,1.0,1788944136.017964
50,441,1.0,1788944171.194546
886,345,1.0,1788944171.19793
380,466,1.0,1788944157.617368
348,97,1.0,1788944152.883555
427,326,1.0,1788944152.886359
590,293,1.0,1788944152.886846
982,217,1.0,1788944136.012658
697,50,1.0,1788944136.013235
733,405,1.0,1788944171.208565
311,3,1.0,1788944171.211612
472,497,1.0,1788944171.214349
422,347,1.0,1788944171.238302
94,269,1.0,1788944145.552619
772,361,1.0,1788944163.330004
985,359,1.0,1788944157.719694
537,361,1.0,1788944157.728793
464,480,1.0,1788944152.708535
348,9,1.0,1788944152.717249
472,452,1.0,1788944157.714583
888,359,1.0,1788944157.715225
367,170,1.0,1788944145.793435
95,352,1.0,1788944163.321154
498,58,1.0,1788944145.80681
282,102,1.0,1788944153.931023
729,203,1.0,1788944145.563373
731,385,1.0,1788944136.052963
412,319,1.0,1788944136.055733
433,263,1.0,1788944171.199508
82,133,1.0,1788944157.733857
305,493,1.0,1788944157.739149
106,345,1.0,1788944152.68994
288,309,1.0,1788944152.695156
939,112,1.0,1788944152.702337
45,405,1.0,1788944153.963201
840,85,1.0,1788944153.964966
837,366,1.0,1788944153.965507
262,57,1.0,1788944153.966062
842,89,1.0,1788944153.969585
674,343,1.0,1788944163.350928
964,372,1.0,1788944171.159651
409,486,1.0,1788944171.160611
979,473,1.0,1788944155.617595
514,33,1.0,1788944136.042934
505,408,1.0,1788944171.181017
621,264,1.0,1788944171.1848
907,329,1.0,1788944171.191317
476,222,1.0,1788944171.175005
784,309,1.0,1788944163.33278
433,469,1.0,1788944145.55855
664,443,1.0,1788944145.799632
987,323,1.0,1788944145.532605
359,225,1.0,1788944153.935438
386,272,1.0,1788944156.750272
571,425,1.0,1788944136.047655
428,161,1.0,1788944157.74706
808,398,1.0,1788944157.748123
869,69,1.0,1788944152.67118
453,326,1.0,1788944152.677192
450,470,1.0,1788944163.111359
57,57,1.0,1788944163.114279
425,473,1.0,1788944145.535935
35,81,1.0,1788944145.539519
241,436,1.0,1788944145.822536
692,196,1.0,1788944145.82687
78,303,1.0,1788944163.095204
941,295,1.0,1788944145.519466
617,355,1.0,1788944145.521461
436,208,1.0,1788944152.683017
201,254,1.0,1788944136.068467
402,2,1.0,1788944155.62146
317,397,1.0,1788944155.622382
503,233,1.0,1788944155.623074
896,150,1.0,1788944155.551886
152,26,1.0,1788944155.554891
350,232,1.0,1788944155.555913
150,177,1.0,1788944163.101399
58,196,1.0,1788944163.102352
662,159,1.0,1788944163.086269
332,408,1.0,1788944163.353958
167,115,1.0,1788944171.167217
467,430,1.0,1788944136.07219
598,443,1.0,1788944136.073361
552,358,1.0,1788944152.649798
357,104,1.0,1788944136.076224
391,396,1.0,1788944136.079127
307,268,1.0,1788944163.355851
159,280,1.0,1788944163.361054
855,249,1.0,1788944145.516089
537,382,1.0,1788944145.516663
570,25,1.0,1788944145.496008
749,299,1.0,1788944163.365622
146,110,1.0,1788944163.37078
731,17,1.0,1788944136.080867
955,148,1.0,1788944171.148866
18,393,1.0,1788944171.154532
702,296,1.0,1788944171.155083
926,499,1.0,1788944136.086089
400,108,1.0,1788944163.077775
82,199,1.0,1788944171.143993
102,365,1.0,1788944136.103473
288,53,1.0,1788944136.103914
712,93,1.0,1788944136.105388
514,56,1.0,1788944136.106829
251,2,1.0,1788944152.638868
320,360,1.0,1788944157.761525
346,247,1.0,1788944152.644141
104,357,1.0,1788944152.647456
49,472,1.0,1788944136.089047
336,39,1.0,1788944136.092041
496,62,1.0,1788944136.093285
377,313,1.0,1788944152.655649
666,463,1.0,1788944152.659995
719,182,1.0,1788944152.663216
742,14,1.0,1788944136.096259
654,425,1.0,1788944136.098775
810,474,1.0,1788944171.136399
531,247,1.0,1788944145.493383
34,493,1.0,1788944163.371265
906,80,1.0,1788944163.374208
659,225,1.0,1788944163.381854
819,56,1.0,1788944153.974521
466,173,1.0,1788944153.980629
508,472,1.0,1788944145.510615
203,154,1.0,1788944145.511306
431,326,1.0,1788944163.097446
136,102,1.0,1788944145.849033
385,474,1.0,1788944163.070802
734,489,1.0,1788944163.071827
191,50,1.0,1788944136.115167
746,179,1.0,1788944136.117233
198,229,1.0,1788944163.388938
590,93,1.0,1788944145.487187
863,431,1.0,1788944163.088147
215,245,1.0,1788944163.082155
955,177,1.0,1788944145.853387
696,225,1.0,1788944145.854931
997,474,1.0,1788944145.859214
445,378,1.0,1788944163.061174
425,372,1.0,1788944163.064709
897,479,1.0,1788944163.065398
109,428,1.0,1788944163.400312
878,391,1.0,1788944152.897879
772,483,1.0,1788944152.898453
61,286,1.0,1788944157.611306
746,431,1.0,1788944136.142947
113,205,1.0,1788944136.144963
177,247,1.0,1788944157.767533
992,460,1.0,1788944152.629919
136,187,1.0,1788944171.119082
837,282,1.0,1788944136.123033
481,184,1.0,1788944136.128526
360,181,1.0,1788944136.133118
617,69,1.0,1788944171.124139
940,209,1.0,1788944171.125368
824,391,1.0,1788944171.129655
163,482,1.0,1788944171.130524
609,101,1.0,1788944136.113733
676,276,1.0,1788944157.781516
449,12,1.0,1788944152.616136
932,481,1.0,1788944152.61927
929,465,1.0,1788944157.603388
656,71,1.0,1788944157.610645
26,299,1.0,1788944163.402408
585,197,1.0,1788944145.476288
364,38,1.0,1788944156.734671
472,232,1.0,1788944156.736777
459,66,1.0,1788944153.916221
263,51,1.0,1788944156.765422
36,443,1.0,1788944156.765934
846,481,1.0,1788944156.767468
823,335,1.0,1788944145.455755
283,0,1.0,1788944157.786856
918,336,1.0,1788944157.788256
930,316,1.0,1788944152.605098
43,397,1.0,1788944152.61059
528,285,1.0,1788944145.469252
484,129,1.0,1788944145.469736
361,330,1.0,1788944163.398268
22,300,1.0,1788944163.081213
386,499,1.0,1788944145.869892
784,80,1.0,1788944145.870434
874,83,1.0,1788944145.876836
193,90,1.0,1788944163.406522
764,494,1.0,1788944171.087707
348,433,1.0,1788944171.09786
342,259,1.0,1788944152.592781
103,330,1.0,1788944152.595512
400,206,1.0,1788944152.597966
152,379,1.0,1788944163.07033
586,410,1.0,1788944163.057314
841,69,1.0,1788944145.888917
9,264,1.0,1788944145.891005
995,452,1.0,1788944157.783572
570,408,1.0,1788944157.78474
629,245,1.0,1788944136.148711
654,324,1.0,1788944171.078986
58,217,1.0,1788944171.083528
959,452,1.0,1788944155.535744
316,253,1.0,1788944136.161601
325,162,1.0,1788944136.167114
939,445,1.0,1788944136.167583
240,325,1.0,1788944136.17106
778,136,1.0,1788944136.171615
666,288,1.0,1788944145.449375
787,282,1.0,1788944156.720257
990,75,1.0,1788944156.722137
320,385,1.0,1788944153.985734
575,363,1.0,1788944153.917193
45,467,1.0,1788944156.769878
967,232,1.0,1788944156.776981
701,280,1.0,1788944163.433075
239,410,1.0,1788944136.184378
501,127,1.0,1788944171.068648
372,425,1.0,1788944157.813614
479,81,1.0,1788944136.186061
791,397,1.0,1788944136.187032
284,21,1.0,1788944136.187532
913,481,1.0,1788944145.881287
226,472,1.0,1788944163.051239
753,307,1.0,1788944153.911905
967,386,1.0,1788944153.914132
796,293,1.0,1788944145.90092
394,436,1.0,1788944163.028727
436,385,1.0,1788944136.189606
58,353,1.0,1788944171.056267
778,55,1.0,1788944152.569561
91,97,1.0,1788944152.570138
111,51,1.0,1788944152.902904
237,479,1.0,1788944152.903929
773,69,1.0,1788944152.910183
262,170,1.0,1788944152.911584
686,191,1.0,1788944152.912732
407,233,1.0,1788944145.425192
908,408,1.0,1788944145.427249
846,391,1.0,1788944163.427436
883,113,1.0,1788944163.429182
481,96,1.0,1788944145.403032
56,55,1.0,1788944145.403568
569,108,1.0,1788944145.41585
635,208,1.0,1788944171.060828
16,228,1.0,1788944171.065221
340,250,1.0,1788944136.200995
874,335,1.0,1788944136.204688
926,410,1.0,1788944152.558587
685,69,1.0,1788944145.416886
43,442,1.0,1788944145.41738
974,264,1.0,1788944145.420357
985,96,1.0,1788944145.420879
464,446,1.0,1788944156.778529
220,319,1.0,1788944153.910164
487,382,1.0,1788944145.388003
768,406,1.0,1788944145.395561
876,196,1.0,1788944145.396637
981,273,1.0,1788944163.436429
245,452,1.0,1788944157.81776
199,443,1.0,1788944136.211738
424,397,1.0,1788944136.215578
880,230,1.0,1788944152.570714
378,30,1.0,1788944152.57332
737,456,1.0,1788944171.025062
584,231,1.0,1788944171.028943
967,137,1.0,1788944171.032002
470,341,1.0,1788944171.032564
401,385,1.0,1788944171.033027
732,174,1.0,1788944136.222917
564,237,1.0,1788944136.22639
125,124,1.0,1788944136.229297
762,77,1.0,1788944136.231051
870,289,1.0,1788944155.523203
995,414,1.0,1788944155.630035
953,411,1.0,1788944152.531736
433,419,1.0,1788944152.532637
426,462,1.0,1788944157.828301
902,176,1.0,1788944157.830536
434,273,1.0,1788944157.832007
354,39,1.0,1788944152.517142
998,42,1.0,1788944157.839851
348,12,1.0,1788944157.845004
180,361,1.0,1788944152.533635
863,499,1.0,1788944152.538836
941,40,1.0,1788944152.544528
999,2,1.0,1788944155.533357
460,205,1.0,1788944163.438841
82,416,1.0,1788944163.439496
751,253,1.0,1788944163.445389
253,253,1.0,1788944145.384195
980,191,1.0,1788944163.03629
980,427,1.0,1788944163.037276
576,104,1.0,1788944145.909641
605,470,1.0,1788944145.914081
666,431,1.0,1788944145.916191
265,393,1.0,1788944136.23707
737,496,1.0,1788944171.015515
364,454,1.0,1788944171.01873
524,190,1.0,1788944171.019787
695,235,1.0,1788944145.917714
198,481,1.0,1788944145.919561
337,107,1.0,1788944163.452993
720,137,1.0,1788944163.455598
336,414,1.0,1788944163.461017
77,267,1.0,1788944163.013461
733,461,1.0,1788944163.021529
788,230,1.0,1788944145.932465
794,428,1.0,1788944163.000199
316,288,1.0,1788944163.00275
318,480,1.0,1788944163.007788
412,413,1.0,1788944163.008755
653,300,1.0,1788944152.527116
183,469,1.0,1788944136.26266
459,426,1.0,1788944136.265044
587,319,1.0,1788944171.001378
215,296,1.0,1788944163.01019
251,227,1.0,1788944163.463792
812,72,1.0,1788944163.465557
659,349,1.0,1788944163.471896
950,12,1.0,1788944145.383643
489,282,1.0,1788944145.940163
799,157,1.0,1788944145.944112
891,129,1.0,1788944162.980197
2,375,1.0,1788944170.998273
731,452,1.0,1788944136.234963
349,15,1.0,1788944157.852983
736,406,1.0,1788944152.514545
259,430,1.0,1788944170.999843
344,4,1.0,1788944163.479665
226,144,1.0,1788944163.482843
469,205,1.0,1788944145.369026
383,73,1.0,1788944145.369992
762,72,1.0,1788944145.370958
726,320,1.0,1788944145.346058
586,363,1.0,1788944145.34667
828,108,1.0,1788944153.987144
808,59,1.0,1788944156.710131
77,467,1.0,1788944136.269927
648,355,1.0,1788944155.642353
950,481,1.0,1788944157.858669
998,497,1.0,1788944155.52135
967,427,1.0,1788944145.356504
27,243,1.0,1788944162.994455
792,101,1.0,1788944163.486265
945,238,1.0,1788944163.488835
49,230,1.0,1788944162.983273
828,102,1.0,1788944162.984363
606,392,1.0,1788944162.98547
343,366,1.0,1788944145.951935
950,361,1.0,1788944145.952998
745,164,1.0,1788944136.277467
347,420,1.0,1788944152.486589
410,339,1.0,1788944152.489131
769,405,1.0,1788944152.49424
789,16,1.0,1788944170.981051
928,291,1.0,1788944136.302809
156,374,1.0,1788944157.592962
364,228,1.0,1788944157.59432
202,159,1.0,1788944157.596063
775,202,1.0,1788944157.596809
950,319,1.0,1788944157.598037
411,323,1.0,1788944152.9221
808,112,1.0,1788944170.986609
703,344,1.0,1788944136.287907
697,250,1.0,1788944136.293734
593,154,1.0,1788944136.294355
333,436,1.0,1788944136.295074
586,439,1.0,1788944136.296319
27,96,1.0,1788944157.860705
437,480,1.0,1788944152.50181
859,326,1.0,1788944152.476712
63,385,1.0,1788944152.480576
974,215,1.0,1788944152.481719
32,389,1.0,1788944152.483416
547,250,1.0,1788944152.485034
583,227,1.0,1788944152.485564
302,497,1.0,1788944145.954141
721,256,1.0,1788944163.493473
958,71,1.0,1788944163.494205
712,210,1.0,1788944163.495835
45,263,1.0,1788944145.966408
166,72,1.0,1788944145.96748
586,280,1.0,1788944156.78492
825,170,1.0,1788944156.78736
173,435,1.0,1788944153.894867
798,28,1.0,1788944170.976584
11,439,1.0,1788944162.962199
195,131,1.0,1788944155.657244
830,17,1.0,1788944152.439513
251,324,1.0,1788944152.447323
522,497,1.0,1788944157.895845
129,110,1.0,1788944152.460143
647,51,1.0,1788944152.461891
200,62,1.0,1788944152.462766
173,469,1.0,1788944157.878672
363,207,1.0,1788944157.883789
317,93,1.0,1788944157.885041
83,89,1.0,1788944136.305938
994,393,1.0,1788944136.313218
302,146,1.0,1788944136.313934
104,155,1.0,1788944136.297852
686,325,1.0,1788944152.475754
623,377,1.0,1788944170.958161
50,4,1.0,1788944136.334259
132,486,1.0,1788944136.336808
427,445,1.0,1788944152.932684
192,359,1.0,1788944152.93641
429,330,1.0,1788944136.330777
791,51,1.0,1788944155.654423
417,55,1.0,1788944155.65541
781,220,1.0,1788944163.498745
365,194,1.0,1788944163.501323
742,431,1.0,1788944153.89555
863,253,1.0,1788944153.896664
635,54,1.0,1788944153.899232
590,203,1.0,1788944162.956466
854,125,1.0,1788944136.344249
728,46,1.0,1788944152.449614
733,388,1.0,1788944152.454088
142,75,1.0,1788944152.458016
637,15,1.0,1788944155.515518
94,309,1.0,1788944170.95185
120,324,1.0,1788944145.325449
415,233,1.0,1788944145.328725
184,358,1.0,1788944163.507098
823,146,1.0,1788944162.968308
265,239,1.0,1788944145.296548
257,34,1.0,1788944145.298971
455,454,1.0,1788944145.301028
766,456,1.0,1788944145.302696
26,485,1.0,1788944145.304735
998,39,1.0,1788944152.435453
528,259,1.0,1788944152.438367
184,413,1.0,1788944145.307984
928,465,1.0,1788944163.520831
63,290,1.0,1788944163.521863
817,165,1.0,1788944163.522896
854,309,1.0,1788944145.978845
817,377,1.0,1788944145.980053
380,469,1.0,1788944145.983682
849,39,1.0,1788944145.98422
495,228,1.0,1788944136.338678
998,438,1.0,1788944170.937125
742,284,1.0,1788944170.947935
863,481,1.0,1788944136.343003
313,203,1.0,1788944152.422924
21,76,1.0,1788944170.931759
252,486,1.0,1788944170.932412
550,170,1.0,1788944136.369217
890,295,1.0,1788944136.344781
794,112,1.0,1788944152.425134
74,270,1.0,1788944152.428425
826,377,1.0,1788944152.43063
496,418,1.0,1788944152.929719
473,8,1.0,1788944170.928189
844,234,1.0,1788944157.90056
457,433,1.0,1788944157.901079
536,169,1.0,1788944157.902104
772,109,1.0,1788944157.904697
830,289,1.0,1788944157.927491
992,90,1.0,1788944157.915607
143,25,1.0,1788944157.919078
973,254,1.0,1788944152.413628
304,181,1.0,1788944152.417384
356,400,1.0,1788944152.41997
520,495,1.0,1788944145.988502
721,157,1.0,1788944145.294822
541,459,1.0,1788944163.530323
144,280,1.0,1788944163.531314
455,344,1.0,1788944145.996545
142,196,1.0,1788944146.00004
449,162,1.0,1788944146.001584
6,366,1.0,1788944162.933663
901,195,1.0,1788944163.54644
764,182,1.0,1788944136.370222
186,124,1.0,1788944170.922065
513,13,1.0,1788944170.923777
504,293,1.0,1788944136.377732
503,100,1.0,1788944170.904241
525,382,1.0,1788944145.28478
182,473,1.0,1788944145.285238
76,13,1.0,1788944145.287267
202,108,1.0,1788944145.270615
830,267,1.0,1788944163.555163
662,256,1.0,1788944163.560876
800,40,1.0,1788944145.279069
246,143,1.0,1788944170.912094
4,397,1.0,1788944170.913021
666,181,1.0,1788944170.913995
328,315,1.0,1788944157.933284
340,210,1.0,1788944152.405212
536,456,1.0,1788944152.407332
433,319,1.0,1788944157.910514
349,499,1.0,1788944145.99139
978,341,1.0,1788944145.993334
431,324,1.0,1788944162.949957
836,390,1.0,1788944162.934652
639,239,1.0,1788944162.937081
291,89,1.0,1788944162.944782
800,483,1.0,1788944162.945713
769,497,1.0,1788944146.012584
30,330,1.0,1788944170.91577
134,108,1.0,1788944136.392003
934,436,1.0,1788944136.393291
893,331,1.0,1788944170.896305
457,69,1.0,1788944170.888227
512,363,1.0,1788944155.662584
992,5,1.0,1788944162.922107
601,275,1.0,1788944163.57233
960,52,1.0,1788944146.020516
759,205,1.0,1788944162.913523
459,308,1.0,1788944154.013992
622,55,1.0,1788944154.015039
120,179,1.0,1788944145.251846
796,163,1.0,1788944155.665069
513,161,1.0,1788944155.666153
235,267,1.0,1788944155.499817
398,489,1.0,1788944152.388852
777,467,1.0,1788944157.931908
186,352,1.0,1788944157.92027
307,96,1.0,1788944157.923217
257,1,1.0,1788944157.926061
509,378,1.0,1788944170.877351
762,220,1.0,1788944163.567395
683,138,1.0,1788944163.567895
168,90,1.0,1788944163.568394
239,344,1.0,1788944163.569455
946,18,1.0,1788944146.031511
18,71,1.0,1788944146.032009
509,58,1.0,1788944170.878054
832,11,1.0,1788944170.879139
938,423,1.0,1788944136.405676
497,257,1.0,1788944170.901393
359,23,1.0,1788944170.902376
228,298,1.0,1788944157.936723
4,388,1.0,1788944157.937752
706,469,1.0,1788944157.941661
593,159,1.0,1788944152.379594
960,363,1.0,1788944152.382092
92,324,1.0,1788944156.716427
326,329,1.0,1788944154.0051
534,264,1.0,1788944154.011239
307,197,1.0,1788944163.600909
749,6,1.0,1788944163.592274
605,439,1.0,1788944152.38377
932,230,1.0,1788944136.416442
201,385,1.0,1788944170.872638
92,18,1.0,1788944152.396728
212,232,1.0,1788944157.919738
156,450,1.0,1788944136.422298
275,214,1.0,1788944136.428495
659,315,1.0,1788944163.578008
25,2,1.0,1788944162.917226
720,297,1.0,1788944162.920628
561,173,1.0,1788944163.611372
110,493,1.0,1788944163.613088
628,264,1.0,1788944163.614291
186,180,1.0,1788944145.216033
594,492,1.0,1788944136.434576
88,365,1.0,1788944136.435077
516,435,1.0,1788944136.437638
649,280,1.0,1788944157.965568
526,479,1.0,1788944152.37392
928,423,1.0,1788944162.910878
538,390,1.0,1788944136.460043
540,112,1.0,1788944157.946743
12,8,1.0,1788944157.951009
967,69,1.0,1788944157.95241
330,13,1.0,1788944152.365482
971,53,1.0,1788944152.366125
452,154,1.0,1788944170.860385
353,494,1.0,1788944136.44599
681,97,1.0,1788944136.448033
536,101,1.0,1788944170.845168
958,158,1.0,1788944170.847464
281,1,1.0,1788944136.418436
568,355,1.0,1788944136.419941
993,474,1.0,1788944136.421842
793,205,1.0,1788944153.882689
67,179,1.0,1788944170.838366
872,228,1.0,1788944170.838845
476,71,1.0,1788944170.841143
477,95,1.0,1788944152.938908
822,12,1.0,1788944152.346472
636,107,1.0,1788944152.352615
562,76,1.0,1788944152.353143
953,57,1.0,1788944145.219255
738,39,1.0,1788944145.221666
288,474,1.0,1788944163.59487
938,254,1.0,1788944163.597272
454,325,1.0,1788944163.622309
452,452,1.0,1788944163.62297
183,65,1.0,1788944162.903759
410,11,1.0,1788944162.906617
654,65,1.0,1788944153.888808
825,17,1.0,1788944145.199359
302,73,1.0,1788944145.20148
733,435,1.0,1788944145.206946
618,321,1.0,1788944153.889341
417,436,1.0,1788944162.895664
937,231,1.0,1788944146.059064
618,397,1.0,1788944146.061004
445,221,1.0,1788944163.636953
926,2,1.0,1788944163.638379
754,270,1.0,1788944146.040269
544,315,1.0,1788944146.046809
169,17,1.0,1788944146.047622
121,419,1.0,1788944163.605808
230,58,1.0,1788944146.048717
371,17,1.0,1788944146.05254
186,293,1.0,1788944152.945213
267,298,1.0,1788944152.947923
430,53,1.0,1788944157.966625
894,180,1.0,1788944157.970243
501,370,1.0,1788944157.974142
929,264,1.0,1788944136.466383
62,238,1.0,1788944136.47042
804,338,1.0,1788944155.485076
448,409,1.0,1788944155.488443
399,384,1.0,1788944155.669894
813,266,1.0,1788944155.671425
865,284,1.0,1788944155.671883
479,361,1.0,1788944155.674312
886,442,1.0,1788944155.658273
237,54,1.0,1788944170.834988
585,90,1.0,1788944153.888348
699,110,1.0,1788944170.82992
863,237,1.0,1788944170.832858
942,497,1.0,1788944136.484378
310,392,1.0,1788944163.641751
870,214,1.0,1788944145.19692
40,15,1.0,1788944162.883951
470,250,1.0,1788944162.884448
809,40,1.0,1788944146.069666
132,375,1.0,1788944145.173246
436,149,1.0,1788944145.174329
891,27,1.0,1788944136.485372
605,4,1.0,1788944170.813839
635,237,1.0,1788944170.814809
81,171,1.0,1788944157.994219
606,365,1.0,1788944155.687106
259,426,1.0,1788944158.020876
900,264,1.0,1788944152.336581
380,53,1.0,1788944152.937952
348,482,1.0,1788944157.569688
61,138,1.0,1788944157.570156
431,144,1.0,1788944157.574427
666,100,1.0,1788944157.577229
727,472,1.0,1788944157.578098
234,307,1.0,1788944136.495803
962,326,1.0,1788944136.498641
425,460,1.0,1788944136.500317
96,385,1.0,1788944136.480954
557,71,1.0,1788944136.501944
946,196,1.0,1788944170.801601
903,267,1.0,1788944170.810961
